CLIENTNUM,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,gender_F,gender_M,marital_Divorced,marital_Married,marital_Single,marital_Unknown,Target
771976683,54,1,3,0,1,43,3,3,5839.0,2130,1640,44,1,0,0,1,0,0,1
789413958,53,1,4,4,1,43,4,2,11909.0,1018,1938,53,0,1,0,0,1,0,1
711574008,32,3,3,4,1,21,4,3,21390.0,0,2477,59,0,1,0,0,1,0,1
714138408,49,3,2,3,1,39,4,1,9264.0,629,4107,79,0,1,0,1,0,0,1
709334658,39,2,1,1,1,26,4,2,5484.0,2517,2025,51,1,0,0,1,0,0,1
709564683,32,2,4,2,1,22,3,3,4739.0,0,886,21,0,1,0,1,0,0,0
772292358,30,1,3,1,1,19,4,3,7970.0,0,1284,30,0,1,1,0,0,0,0
712933083,37,1,1,4,1,36,6,1,3127.0,2378,2292,49,0,1,0,0,1,0,1
710497608,38,2,1,2,1,36,5,1,7756.0,1670,1858,51,0,1,0,0,1,0,1
721443408,46,2,1,5,1,33,6,2,34516.0,676,3508,58,0,1,0,0,1,0,1
709149408,36,2,1,3,1,36,5,3,5605.0,1322,2338,41,0,1,0,1,0,0,1
708446808,33,1,5,4,1,36,4,3,2946.0,1359,2017,48,0,1,0,1,0,0,1
824192658,58,3,5,1,1,54,4,2,8886.0,0,4148,79,1,0,0,0,1,0,1
711625683,46,4,6,5,1,36,3,2,3104.0,862,2781,74,0,1,0,1,0,0,1
717487983,39,5,0,4,1,36,4,3,19435.0,2120,2062,55,0,1,0,1,0,0,1
717301908,54,2,6,1,1,46,3,3,3312.0,1624,1973,55,1,0,0,1,0,0,1
718435158,50,3,2,5,1,40,5,1,34516.0,0,1930,36,0,1,0,1,0,0,1
714797733,41,3,3,3,1,33,6,1,5246.0,0,3189,56,0,1,0,0,1,0,1
719213133,53,1,4,3,1,41,4,1,2432.0,1554,3670,60,0,1,0,0,0,1,1
798962058,36,5,4,1,1,30,3,3,3103.0,2399,1836,48,1,0,0,1,0,0,1
718970058,38,3,0,5,1,33,5,3,30746.0,1168,1519,43,0,1,0,1,0,0,1
713021208,55,2,3,0,2,36,2,3,34516.0,0,1353,40,1,0,0,0,1,0,0
810856833,45,4,3,5,1,40,3,2,11962.0,1025,1907,52,0,1,0,0,0,1,1
787868958,36,2,2,4,1,27,5,3,14690.0,979,2746,68,0,1,0,0,1,0,1
708161133,45,1,4,2,1,32,5,1,6629.0,1389,3891,69,0,1,0,0,1,0,1
708174708,38,4,4,2,1,27,6,2,5535.0,1276,1764,38,0,1,0,1,0,0,1
708735183,35,2,2,1,1,22,4,3,2544.0,1848,2289,49,1,0,0,1,0,0,1
708445608,48,3,3,1,1,37,4,3,3305.0,2517,2027,57,0,1,0,1,0,0,1
778943883,51,2,1,5,1,36,5,2,34516.0,888,1959,42,0,1,0,0,1,0,1
788810658,37,1,3,0,1,20,3,2,9466.0,0,2503,70,1,0,0,0,1,0,1
789050883,33,2,6,0,1,21,4,3,5297.0,0,2655,62,1,0,0,0,1,0,1
714531108,31,1,3,4,1,36,4,3,4260.0,1775,2109,52,0,1,0,1,0,0,1
711635358,40,4,3,1,1,26,6,1,7291.0,2517,2198,56,1,0,0,0,1,0,1
803648508,43,4,2,4,1,37,4,2,13882.0,758,1646,42,0,1,0,0,0,1,1
813200058,63,0,4,2,1,56,4,2,6500.0,1786,1497,27,0,1,0,1,0,0,1
805261983,35,4,0,1,1,30,6,3,1626.0,979,2847,61,1,0,0,1,0,0,1
715206408,31,1,2,1,1,22,5,1,6662.0,0,3264,83,1,0,0,0,1,0,1
788684508,36,4,1,4,1,25,4,3,5846.0,1732,2056,41,0,1,0,1,0,0,1
737933883,34,1,2,3,1,27,3,1,8063.0,2149,2042,49,0,1,0,1,0,0,1
768655158,29,0,0,3,1,23,3,3,6224.0,1092,2222,39,0,1,0,1,0,0,1
774437583,55,1,6,3,1,49,6,2,4597.0,2442,1504,38,0,1,0,1,0,0,1
713104458,46,2,4,2,1,31,3,3,7869.0,0,998,25,0,1,0,0,1,0,0
715462008,45,2,3,3,1,35,6,3,17884.0,2096,2031,49,0,1,0,1,0,0,1
715366083,52,0,6,1,1,36,2,2,1438.3,978,947,33,1,0,0,0,1,0,0
712322058,40,3,2,1,1,32,5,1,2046.0,1694,3432,49,1,0,0,1,0,0,1
719737833,46,4,1,1,1,36,4,2,6370.0,0,1783,40,1,0,0,1,0,0,1
789530208,54,2,4,1,1,46,6,2,2737.0,2517,1619,37,1,0,0,1,0,0,1
717885183,36,1,4,1,1,25,6,1,2622.0,2489,2717,79,0,1,0,0,1,0,1
716244033,44,3,4,2,1,33,2,3,7266.0,906,1741,27,0,1,0,1,0,0,0
711614658,37,2,1,1,1,30,6,3,2258.0,1338,2511,55,1,0,0,0,1,0,1
804598908,35,3,4,4,1,25,3,2,6510.0,2055,2238,49,0,1,0,0,1,0,1
719161683,64,0,0,0,1,55,4,1,2508.0,1580,1607,44,1,0,0,1,0,0,1
719327808,52,2,1,0,1,36,5,1,4006.0,2517,1157,34,1,0,0,1,0,0,1
714038433,37,5,2,2,1,19,4,1,3252.0,1987,2953,72,1,0,0,0,1,0,1
710129283,45,4,1,0,1,26,4,3,16317.0,0,2944,71,1,0,0,1,0,0,1
709367433,28,1,0,2,1,15,3,3,2109.0,1542,2261,56,0,1,0,0,1,0,1
719729433,65,1,4,1,1,56,4,2,7023.0,1726,2535,51,1,0,0,1,0,0,1
717192933,55,0,4,5,1,42,3,2,8302.0,2517,1576,34,0,1,0,1,0,0,1
711734508,55,2,4,4,1,47,3,3,9959.0,1209,1584,28,0,1,0,1,0,0,1
715153158,41,4,1,2,1,36,4,3,3636.0,1884,4254,79,0,1,0,0,1,0,1
712149033,57,2,2,1,1,46,5,1,5184.0,1856,1834,55,1,0,0,1,0,0,1
713901108,37,2,2,3,1,29,6,1,14575.0,0,3444,80,0,1,0,0,1,0,1
719415858,29,0,3,0,1,15,6,3,3107.0,1720,2460,71,0,1,1,0,0,0,1
719385558,62,0,3,2,1,49,6,1,1438.3,0,1281,32,1,0,0,1,0,0,1
779528658,42,4,3,3,1,25,4,3,3092.0,1115,2133,41,0,1,0,0,0,1,1
721508283,47,1,4,1,1,36,4,2,8322.0,0,3700,62,1,0,0,1,0,0,1
757753083,44,0,4,1,2,36,5,3,10110.0,1229,4063,74,1,0,0,1,0,0,1
797753283,34,1,2,1,1,28,4,3,2707.0,2036,1926,33,1,0,0,1,0,0,1
807523008,37,1,4,0,1,32,4,1,4397.0,2007,2473,47,0,1,0,0,1,0,1
711416958,33,2,4,0,1,21,3,3,5795.0,0,2322,65,1,0,0,0,1,0,1
780865308,40,4,1,4,1,23,6,3,9760.0,1657,4542,86,0,1,0,1,0,0,1
708423933,51,2,6,2,1,40,3,2,6103.0,0,3203,64,0,1,0,0,1,0,1
714321408,65,1,2,2,1,56,6,2,2246.0,1326,1429,32,0,1,0,1,0,0,1
771852483,46,3,4,4,1,35,6,3,4930.0,0,3343,77,0,1,0,0,1,0,1
708185208,27,0,4,2,1,16,4,1,3178.0,1118,2010,31,0,1,0,0,1,0,1
789952158,34,1,6,0,1,25,4,3,2318.0,2069,2689,57,1,0,0,1,0,0,1
713237958,34,0,4,2,1,17,4,1,2638.0,2092,1868,43,0,1,0,1,0,0,1
715956258,35,1,1,1,1,36,3,2,2004.0,0,1974,60,1,0,0,1,0,0,1
769196433,55,2,5,1,1,49,4,1,2414.0,2276,2000,62,1,0,0,1,0,0,1
778942233,60,0,6,1,1,45,5,2,1438.3,648,1267,27,1,0,0,1,0,0,1
708651933,56,2,4,3,1,44,3,1,2043.0,1928,2311,57,0,1,0,1,0,0,1
720467583,52,2,2,4,1,46,3,3,34516.0,2517,3072,67,0,1,0,0,1,0,1
716549058,45,4,1,2,1,36,3,1,3111.0,2290,1998,41,1,0,0,1,0,0,1
713533983,56,1,4,5,1,48,6,3,2585.0,1207,1590,33,0,1,0,1,0,0,1
787463508,26,0,4,1,1,13,5,2,2469.0,2410,1027,20,0,1,0,0,1,0,0
710256708,30,1,0,1,1,19,5,2,8744.0,1712,2579,68,0,1,0,0,1,0,1
708980283,34,3,2,4,1,23,5,1,4185.0,2517,2179,55,0,1,0,1,0,0,1
719484408,39,3,1,3,1,36,6,2,4759.0,1459,2903,57,0,1,0,1,0,0,1
710023233,36,3,4,5,1,36,6,2,24457.0,1300,2739,65,0,1,0,0,1,0,1
789101883,32,3,0,5,1,20,6,2,14244.0,1673,2729,66,0,1,0,0,1,0,1
778381608,48,4,6,4,1,28,3,3,6572.0,417,1766,46,0,1,0,0,1,0,0
787492908,50,2,1,0,1,34,5,3,23381.0,905,4357,73,1,0,0,1,0,0,1
709932558,39,2,1,1,1,26,5,3,3471.0,2517,1771,34,1,0,0,1,0,0,1
780219483,61,0,4,1,1,51,4,2,2250.0,1041,1339,28,1,0,0,1,0,0,1
708590658,65,1,0,0,1,53,5,3,15965.0,2312,1619,40,1,0,0,1,0,0,1
715143333,45,1,2,1,1,36,6,2,9433.0,1578,3910,81,1,0,1,0,0,0,1
801048483,34,3,1,5,1,28,4,3,9180.0,1814,2646,49,0,1,1,0,0,0,1
711913833,37,3,4,2,1,36,4,2,8818.0,1437,1865,31,0,1,0,1,0,0,1
715413483,44,3,4,1,1,36,5,1,4066.0,1028,3888,77,1,0,0,0,1,0,1
715750758,56,1,1,4,1,36,6,1,9031.0,1535,1602,35,0,1,0,1,0,0,1
714062958,36,4,0,2,1,36,6,1,9887.0,994,2552,64,0,1,0,0,1,0,1
710458758,65,0,4,1,1,53,5,3,4161.0,2491,1203,30,1,0,0,1,0,0,1
719494983,26,0,4,1,1,15,6,3,2740.0,2069,1997,44,0,1,0,0,1,0,1
710586483,26,0,2,0,1,13,1,2,6152.0,0,968,23,1,0,0,0,1,0,0
772637058,34,3,1,3,1,24,3,1,8167.0,1740,2141,51,0,1,0,1,0,0,1
718229133,51,2,3,5,1,41,6,2,23742.0,0,3783,57,0,1,0,1,0,0,1
718423533,57,3,3,3,1,50,6,3,16791.0,1181,2983,74,0,1,0,0,0,1,1
781089708,30,0,4,4,1,23,6,1,26783.0,1285,2495,46,0,1,1,0,0,0,1
773082033,35,1,5,4,1,27,3,3,25516.0,1363,2317,38,0,1,0,1,0,0,1
815288583,32,0,4,2,1,27,3,3,4815.0,1591,2501,36,0,1,0,1,0,0,1
720431433,62,1,4,0,1,36,5,2,3198.0,2308,1402,35,0,1,0,1,0,0,1
709164408,32,1,1,1,1,23,1,3,2218.0,1696,730,20,0,1,0,1,0,0,0
710567508,53,3,2,4,1,44,4,2,23462.0,2202,1387,33,0,1,0,1,0,0,1
719427333,55,3,3,3,1,36,5,4,2252.0,1737,1291,27,0,1,0,1,0,0,1
714765408,26,1,0,1,1,36,4,3,2557.0,1990,2266,57,1,0,0,0,1,0,1
709785783,35,0,4,1,1,25,5,3,2300.0,0,1485,34,1,0,0,0,1,0,0
809290308,31,0,4,1,1,26,3,1,3540.0,1173,1912,45,1,0,0,1,0,0,1
779598183,53,3,0,3,1,42,6,1,22938.0,1700,3428,54,0,1,0,0,1,0,1
779783508,45,2,4,2,1,34,5,1,13129.0,901,2564,56,0,1,0,1,0,0,1
719568333,39,3,0,4,2,36,5,3,34516.0,1900,1668,36,0,1,0,0,1,0,1
719207733,61,0,2,1,1,53,5,2,3396.0,802,1418,36,1,0,0,1,0,0,1
715533108,31,0,1,1,1,20,4,3,4712.0,955,2568,62,1,0,0,0,1,0,1
714816258,37,2,4,3,1,36,4,2,7638.0,947,2336,58,0,1,0,0,1,0,1
787573683,41,3,5,3,1,34,4,2,2624.0,1319,4189,74,0,1,0,1,0,0,1
804310758,58,3,4,5,1,52,5,2,17934.0,1578,2005,48,0,1,0,1,0,0,1
792912708,45,5,4,2,2,39,3,1,15198.0,2098,3183,64,0,1,0,1,0,0,1
719078283,57,4,2,1,1,47,5,3,3191.0,2517,1501,35,1,0,0,1,0,0,1
708620283,35,1,0,3,1,25,6,3,6053.0,2001,2208,59,0,1,0,0,1,0,1
770985633,39,2,0,2,1,26,6,1,5510.0,2027,1980,42,0,1,0,1,0,0,1
780094008,55,3,6,5,1,40,4,3,12875.0,1119,1624,40,0,1,0,1,0,0,1
716420358,41,2,2,2,1,36,5,2,2602.0,1490,3151,78,1,0,0,1,0,0,1
825756333,55,0,1,1,1,51,4,3,2041.0,1885,2118,48,1,0,0,1,0,0,1
755273658,52,2,4,1,1,45,3,3,2548.0,1683,2055,54,1,0,0,1,0,0,1
709096908,57,2,4,5,1,49,6,3,4698.0,984,1865,35,0,1,0,1,0,0,1
714840858,40,3,2,1,1,31,5,2,2222.0,1551,3302,65,1,0,0,0,0,1,1
721205508,47,4,2,4,1,36,3,3,8217.0,0,1848,56,0,1,0,1,0,0,1
786493908,42,4,1,1,2,36,4,3,10091.0,0,3347,64,1,0,0,0,1,0,1
803963808,39,3,4,4,1,34,4,3,19074.0,0,3762,74,0,1,0,0,1,0,1
806170158,39,4,4,3,3,34,3,3,34516.0,542,3899,78,0,1,0,0,1,0,1
751469808,36,3,4,5,1,29,5,2,12852.0,1945,1606,33,0,1,0,1,0,0,1
721055058,36,2,1,3,1,21,4,1,12763.0,2517,2599,46,0,1,0,1,0,0,1
709794333,29,0,4,1,1,19,6,2,2827.0,1430,1608,30,0,1,0,1,0,0,1
718361583,56,2,1,0,1,36,3,3,8242.0,0,1559,44,1,0,0,1,0,0,1
714327183,37,4,4,1,1,28,4,3,1825.0,1389,2878,54,1,0,0,1,0,0,1
808909008,61,0,5,1,1,56,6,3,1438.3,0,1448,31,0,1,0,1,0,0,1
716207508,36,3,2,3,1,36,5,2,5497.0,1517,1981,38,0,1,0,1,0,0,1
768965208,51,1,4,2,1,45,5,2,6778.0,865,3158,71,1,0,0,1,0,0,1
720185058,46,3,4,3,1,36,2,3,4267.0,0,1067,23,0,1,0,1,0,0,0
715220508,31,0,2,1,1,22,4,2,3273.0,2517,2726,57,1,0,0,1,0,0,1
712112733,33,2,6,2,1,25,5,2,9371.0,1541,2518,67,0,1,0,0,1,0,1
712298883,50,3,2,1,1,38,3,3,1438.3,663,2987,73,1,0,0,0,1,0,1
717813558,57,3,2,0,1,36,1,4,8389.0,1960,1334,38,1,0,0,0,1,0,0
716823408,65,0,6,0,1,56,3,2,28410.0,1608,2278,77,0,1,0,0,1,0,1
719089383,48,2,2,2,1,29,3,2,6168.0,2371,4303,80,0,1,0,1,0,0,1
710039208,57,3,0,0,1,40,3,3,2111.0,966,3871,87,1,0,0,0,1,0,1
780237033,63,1,0,2,1,49,3,1,3141.0,1819,1539,35,1,0,0,1,0,0,1
720986958,50,2,4,2,1,40,6,2,8307.0,2517,2293,36,1,0,1,0,0,0,1
709473708,39,3,4,4,1,31,4,2,30753.0,1661,1780,33,0,1,0,1,0,0,1
708593883,39,2,3,3,1,26,3,1,2731.0,1573,1813,38,0,1,0,1,0,0,1
710241858,39,4,0,1,1,31,6,1,2890.0,0,2040,36,1,0,0,1,0,0,1
715392558,52,1,0,5,1,44,6,1,34516.0,0,2848,56,0,1,0,0,1,0,1
717399183,37,1,4,4,1,26,6,3,8058.0,1176,2774,52,0,1,0,1,0,0,1
817925058,50,2,1,0,1,45,6,1,5660.0,2401,1932,35,1,0,0,1,0,0,1
716029158,59,0,0,3,1,36,6,4,4230.0,1366,1480,35,0,1,0,1,0,0,1
715043508,38,2,4,2,1,36,4,3,9515.0,0,4642,61,0,1,0,0,0,1,1
716610558,65,0,2,2,1,36,3,3,10962.0,1559,2724,71,1,0,0,0,1,0,1
716768808,57,1,0,5,1,36,6,2,23848.0,1967,1591,43,0,1,0,1,0,0,1
795810633,65,0,1,0,1,56,3,3,10144.0,1295,1234,24,0,1,0,1,0,0,1
779925033,38,4,4,2,1,22,4,3,2997.0,1969,2807,60,1,0,0,1,0,0,1
790225758,41,2,3,4,1,35,6,3,2647.0,620,2262,47,0,1,0,0,1,0,1
713879283,55,2,4,1,1,47,3,1,4580.0,1300,1694,34,1,0,0,1,0,0,1
715968858,28,0,5,0,1,13,4,1,2608.0,1630,1822,33,0,1,0,1,0,0,1
767687208,31,2,0,4,1,24,6,3,34516.0,1180,2329,69,0,1,0,0,1,0,1
778728783,39,2,0,1,1,19,5,3,3156.0,2095,2739,56,1,0,0,1,0,0,1
713637783,44,3,4,0,1,31,5,2,24936.0,2053,1810,38,1,0,0,1,0,0,1
718162908,55,3,3,4,1,42,3,2,26101.0,614,1472,48,0,1,0,1,0,0,1
708664008,57,3,3,4,1,45,6,3,14270.0,0,1222,37,0,1,0,1,0,0,1
711929058,28,0,2,0,1,21,5,3,25618.0,1209,2157,49,0,1,0,1,0,0,1
770781558,35,2,4,1,1,21,5,1,3230.0,2517,1914,31,1,0,0,1,0,0,1
790048158,46,4,3,1,1,38,3,3,8881.0,1865,2632,54,1,0,0,1,0,0,1
721258158,65,1,1,0,1,51,3,3,11037.0,1491,2429,63,1,0,0,0,1,0,1
786480183,50,2,1,0,1,44,6,2,16763.0,0,3626,69,1,0,0,1,0,0,1
721378008,31,0,1,2,1,21,6,2,2621.0,1461,2718,71,0,1,1,0,0,0,1
786566733,49,2,0,4,1,43,3,3,4939.0,1190,3764,64,0,1,0,0,1,0,1
794551383,50,3,3,1,1,32,5,3,4419.0,1218,4535,75,1,0,0,0,1,0,1
820981383,44,4,2,1,1,39,5,1,9235.0,1796,1739,42,1,0,1,0,0,0,1
713366583,63,1,2,1,1,56,6,1,3055.0,1685,1405,40,1,0,0,1,0,0,1
767311008,41,1,4,4,1,35,6,2,19412.0,770,1576,41,0,1,1,0,0,0,1
716624133,56,1,0,4,1,36,6,1,12786.0,1880,1205,19,0,1,0,1,0,0,1
712727283,55,1,4,3,1,36,4,2,4666.0,1275,1281,28,0,1,0,1,0,0,1
716059608,48,4,3,1,1,38,4,3,4894.0,1505,3277,67,1,0,0,0,1,0,1
708292833,35,2,2,5,1,36,4,2,27389.0,1250,2754,60,0,1,0,0,1,0,1
720013083,30,0,5,1,1,18,6,3,2132.0,797,3265,74,1,0,0,0,1,0,1
710540883,37,3,2,4,1,24,5,3,6590.0,0,2449,67,0,1,0,0,1,0,1
709212183,53,2,4,1,1,36,6,1,3176.0,1470,1634,53,1,0,0,1,0,0,1
713424108,37,1,4,3,1,27,4,1,4288.0,2349,2591,57,0,1,0,0,1,0,1
718476033,65,0,1,0,1,56,5,3,20130.0,2355,2444,49,1,0,0,0,1,0,1
815001108,48,2,6,1,1,43,3,3,5945.0,1685,3598,67,0,1,0,0,1,0,1
709802208,37,1,4,2,1,17,3,1,3350.0,0,2849,61,0,1,0,1,0,0,1
713445183,35,1,2,3,1,26,4,3,4008.0,1841,2794,58,0,1,0,1,0,0,1
717310458,35,3,4,1,1,27,3,3,5780.0,938,2960,65,1,0,0,0,1,0,1
789158433,49,2,2,2,1,38,4,1,2497.0,1674,2922,53,1,0,0,0,0,1,1
788761608,26,0,2,0,1,13,3,3,10286.0,2286,2564,57,1,0,0,0,1,0,1
709916058,58,1,0,3,1,36,3,1,2347.0,2163,1631,40,0,1,0,1,0,0,1
789804933,29,2,1,0,1,18,4,1,23125.0,1236,2536,69,1,0,0,0,1,0,1
780070833,58,2,0,1,1,43,6,2,3034.0,2517,1617,29,1,0,0,1,0,0,1
772776033,33,2,3,4,1,23,3,4,7081.0,1874,2249,47,0,1,0,0,1,0,1
719804208,36,2,4,2,1,28,5,1,6824.0,1873,1933,48,0,1,0,1,0,0,1
715077483,47,3,6,1,1,36,4,3,1438.3,772,2250,40,1,0,0,1,0,0,1
717000858,41,2,4,1,1,29,3,2,2683.0,1738,2274,52,0,1,0,1,0,0,1
792402483,46,4,4,3,1,40,5,2,12280.0,985,4263,70,0,1,0,0,1,0,1
712973733,58,4,4,3,1,36,3,2,14607.0,1480,1393,38,0,1,0,1,0,0,1
813213558,53,1,6,1,1,48,4,3,2267.0,1469,3709,64,1,0,0,0,1,0,1
718215033,54,3,0,1,1,36,6,2,2556.0,2260,1401,30,1,0,0,1,0,0,1
717207408,39,1,1,0,1,34,4,1,12512.0,666,2995,60,1,0,1,0,0,0,1
711426033,49,2,4,4,1,39,3,2,11332.0,946,3806,65,0,1,0,1,0,0,1
719233833,35,3,2,1,1,23,3,3,3073.0,526,1944,55,1,0,0,1,0,0,1
716864733,47,3,3,5,2,27,6,3,34516.0,2315,1805,46,0,1,0,1,0,0,1
821168733,38,3,4,3,1,34,6,3,5323.0,2301,1783,33,0,1,0,1,0,0,1
710135058,56,1,4,4,1,44,3,1,9078.0,1501,1543,34,0,1,0,1,0,0,1
720228708,56,2,2,5,1,46,4,1,27029.0,1347,1302,27,0,1,0,1,0,0,1
718618458,38,3,2,3,1,25,5,1,9859.0,1305,4345,72,0,1,0,0,1,0,1
719470458,46,3,3,4,1,39,1,4,4026.0,243,1102,27,0,1,0,0,1,0,0
719587158,37,1,2,2,1,25,3,2,2608.0,1799,2565,72,0,1,0,0,1,0,1
715499808,63,0,0,1,1,36,4,1,3552.0,2517,1342,26,1,0,0,1,0,0,1
718589133,65,1,4,1,1,56,6,2,4613.0,1619,2328,62,1,0,0,0,1,0,1
789235383,38,4,3,4,1,27,5,2,10386.0,1909,2119,52,0,1,0,1,0,0,1
773364483,45,4,6,0,2,39,4,1,34516.0,1298,1906,39,1,0,0,0,0,1,1
713548158,26,0,3,2,1,36,5,2,2657.0,1611,2349,41,0,1,0,0,1,0,1
720264783,58,2,4,1,1,44,4,2,5031.0,1327,1433,34,1,0,0,1,0,0,1
715319958,48,3,1,5,1,36,5,2,34516.0,787,1312,32,0,1,0,1,0,0,0
710528583,26,0,0,2,1,16,6,2,1612.0,835,2148,40,1,0,0,0,1,0,1
809990883,48,3,4,1,1,43,6,2,2423.0,1773,2038,64,1,0,0,0,1,0,1
714412308,33,3,4,4,1,36,6,3,7140.0,0,916,18,0,1,0,1,0,0,0
772303458,62,0,6,2,1,51,3,3,3377.0,948,1407,44,1,0,0,1,0,0,1
721243083,55,3,1,4,1,41,1,3,34516.0,2408,1187,40,0,1,1,0,0,0,0
711990933,40,2,4,1,1,29,4,3,2295.0,0,3292,62,1,0,0,0,1,0,1
819977058,46,2,2,2,1,41,3,3,3150.0,1543,3432,71,0,1,0,0,1,0,1
721467258,58,1,2,2,1,36,3,2,2165.0,1135,1541,33,0,1,0,1,0,0,1
719976558,47,2,4,3,1,34,3,2,4249.0,1562,1881,49,0,1,0,0,0,1,1
718824783,50,2,0,3,1,41,6,1,2966.0,1433,1986,50,0,1,1,0,0,0,1
713303733,53,1,4,5,1,41,6,3,1612.0,744,1564,33,0,1,0,1,0,0,1
711129483,45,3,4,3,1,36,3,1,14593.0,1504,3447,72,0,1,0,1,0,0,1
779618433,48,4,1,2,1,38,6,3,8327.0,1551,4428,82,0,1,0,0,1,0,1
797757333,43,3,5,3,3,37,6,1,34516.0,1580,4149,86,0,1,0,1,0,0,1
814497483,60,0,1,3,1,55,6,1,6479.0,1393,1618,47,0,1,0,1,0,0,1
709623483,56,2,2,5,1,41,4,1,18442.0,1470,1281,36,0,1,0,1,0,0,1
709056558,43,3,3,2,1,31,5,3,2800.0,2517,1994,41,1,0,0,1,0,0,1
708238833,57,3,2,1,1,36,6,2,3032.0,2215,1387,30,1,0,0,1,0,0,1
813261408,52,1,1,2,1,47,6,3,2151.0,1338,3446,58,1,0,0,1,0,0,1
720424608,56,1,0,0,1,36,6,3,24073.0,1084,1341,37,1,0,0,1,0,0,1
798022683,43,1,4,4,1,37,4,2,25517.0,321,2508,44,0,1,0,1,0,0,0
769756983,38,3,4,3,1,32,3,1,7709.0,2227,2520,61,0,1,0,1,0,0,1
712674183,53,2,3,2,1,33,3,3,4065.0,2180,1271,36,0,1,0,1,0,0,1
708900408,52,1,4,0,1,35,3,2,13169.0,1499,4370,83,1,0,1,0,0,0,1
713625483,58,2,3,4,1,44,3,2,11811.0,2508,1469,29,0,1,0,1,0,0,1
788723133,36,1,2,2,1,20,5,1,12714.0,976,2240,53,0,1,0,0,1,0,1
794462133,55,0,4,2,1,35,5,1,3735.0,1978,1749,41,1,0,0,0,1,0,1
712604133,54,1,1,4,1,43,3,1,25882.0,1699,1736,48,0,1,0,1,0,0,1
714397983,36,2,3,2,1,36,4,3,3877.0,1495,1942,42,0,1,0,1,0,0,1
788269158,35,2,4,0,1,27,4,3,3280.0,1806,2534,78,1,0,0,0,1,0,1
715898058,53,2,4,5,1,36,5,1,11023.0,0,1656,41,0,1,0,1,0,0,1
711906033,48,3,4,1,1,36,4,2,6182.0,1131,3546,63,1,0,0,0,0,1,1
711367308,37,3,1,2,1,19,3,3,2186.0,1185,2614,67,0,1,0,0,1,0,1
790186458,45,3,1,4,1,39,3,1,17996.0,864,1589,30,0,1,0,0,1,0,1
712040433,54,1,2,1,1,43,6,2,2306.0,2200,2097,57,1,0,0,1,0,0,1
709616958,38,2,2,3,2,30,4,3,26556.0,1583,3168,73,0,1,0,0,1,0,1
714633858,35,2,3,1,1,18,3,3,5779.0,2517,2102,32,1,0,0,1,0,0,1
794818833,36,1,1,1,1,30,6,1,5494.0,2078,2661,58,1,0,0,0,1,0,1
711219333,33,1,5,5,1,14,6,1,7571.0,2264,2273,49,0,1,0,1,0,0,1
713384508,28,1,2,1,1,14,4,3,2897.0,1398,2698,73,0,1,0,0,1,0,1
772514808,36,2,1,2,1,26,3,2,3131.0,2379,2315,63,1,0,0,0,1,0,1
710808108,34,3,3,1,1,27,3,3,4274.0,2517,2257,54,1,0,1,0,0,0,1
712005108,61,0,5,1,1,48,3,3,3156.0,2155,1376,44,1,0,0,1,0,0,1
804577833,44,2,4,1,1,39,5,1,6861.0,2101,3974,63,1,0,0,1,0,0,1
715028283,54,1,4,4,1,46,3,3,15554.0,2497,2836,61,0,1,0,1,0,0,1
789786258,39,2,2,4,1,28,3,2,26570.0,1915,2118,33,0,1,0,1,0,0,1
715421058,51,1,0,3,1,36,3,2,22224.0,979,3346,69,0,1,0,1,0,0,1
797166633,47,2,0,4,1,41,6,2,10606.0,1713,2694,61,0,1,0,0,1,0,1
711041508,37,1,2,2,1,25,4,3,5865.0,2517,2623,47,1,0,0,1,0,0,1
712847208,47,3,4,2,1,36,5,2,5369.0,1854,1898,50,1,0,0,0,0,1,1
779174133,56,3,1,5,1,43,5,1,5188.0,753,1540,30,0,1,0,1,0,0,1
715680933,53,1,4,4,1,36,4,2,17742.0,1463,3369,55,0,1,0,0,1,0,1
770871708,62,0,4,2,1,48,5,1,2591.0,0,2123,56,0,1,0,1,0,0,1
772643058,58,3,4,1,1,48,6,2,2800.0,1834,1571,36,1,0,0,1,0,0,1
718199133,57,1,2,4,1,36,3,2,6543.0,2260,1519,31,0,1,0,1,0,0,1
721475133,54,1,6,0,1,36,6,3,26053.0,829,2768,70,1,0,0,0,1,0,1
766322883,33,3,3,2,1,26,6,3,6316.0,1344,2401,71,1,0,0,0,1,0,1
771197433,54,1,4,1,1,41,3,2,4658.0,588,1351,30,1,0,0,1,0,0,1
709516458,30,0,4,3,1,22,3,3,6476.0,0,2723,66,0,1,1,0,0,0,1
716456808,36,2,2,1,1,36,6,2,8087.0,1263,2429,69,1,0,0,0,1,0,1
716819958,60,2,4,3,1,50,3,1,9033.0,845,1661,35,0,1,0,1,0,0,1
779449308,46,4,2,1,1,28,6,3,3206.0,0,3253,72,1,0,0,0,1,0,1
784891458,55,1,4,4,1,49,4,3,28751.0,2158,1502,34,0,1,0,1,0,0,1
790004883,55,1,2,4,1,47,3,3,2938.0,1995,1352,30,0,1,0,1,0,0,1
770262183,31,0,1,1,1,25,5,2,5715.0,1741,2324,67,0,1,0,0,1,0,1
