Total_Trans_Ct,Total_Revolving_Bal,Total_Relationship_Count,Months_Inactive_12_mon,Target
43,760,6,2,1
41,1560,4,2,1
50,0,5,1,1
56,1904,3,1,1
30,1047,6,3,1
55,1968,6,1,1
49,2145,3,1,1
49,0,3,3,1
39,1157,3,3,1
37,799,5,2,1
32,1392,3,3,1
54,1846,6,3,1
48,0,6,3,1
26,0,3,1,0
55,1777,5,1,1
50,1424,5,3,1
45,1799,6,3,1
56,2297,4,2,1
30,807,5,2,1
33,1092,5,3,1
53,1993,6,3,1
43,2517,3,1,1
50,1063,3,3,1
27,1616,6,3,1
32,2517,6,2,1
48,1471,3,2,1
44,1600,3,3,1
34,1655,6,3,1
43,1997,6,1,1
42,1252,4,5,1
24,855,2,2,0
48,1215,5,1,1
34,1389,4,2,1
50,1713,4,3,1
60,2242,5,2,1
33,1845,4,3,1
42,1001,4,3,1
43,708,5,1,1
70,1601,3,6,1
43,1161,4,3,1
59,794,3,3,1
51,1894,3,1,1
40,1248,4,3,1
36,1515,6,3,1
29,1515,3,1,1
40,0,3,1,1
28,0,5,2,0
42,0,4,1,1
36,1354,6,2,1
56,0,4,1,1
55,631,5,1,1
53,702,4,3,1
30,0,3,1,0
21,1151,3,2,0
27,2222,6,2,1
59,1311,3,3,1
74,1945,5,2,1
44,1003,3,1,1
29,0,5,1,0
38,0,6,3,1
24,1038,5,3,1
31,1045,3,3,1
60,1584,3,4,1
45,0,3,2,1
29,1892,5,1,1
40,768,6,3,1
71,1383,6,2,1
43,1636,6,2,1
28,0,6,1,1
56,1129,5,2,1
29,2446,3,1,1
56,1639,4,2,1
44,0,5,2,1
61,1070,4,1,1
57,2517,6,2,1
40,1699,6,2,1
62,0,4,2,1
64,1567,4,3,1
35,2517,5,3,1
36,1158,6,3,1
41,1314,5,3,1
40,1761,3,2,1
30,1219,6,2,1
41,0,5,3,1
62,1212,3,3,1
49,0,5,1,1
33,981,3,3,1
44,1211,6,4,1
44,1719,4,5,1
30,2207,6,1,1
37,1631,5,3,1
67,1887,5,2,1
74,950,5,3,1
54,1401,5,3,1
35,1111,5,1,1
40,0,3,1,1
30,1424,5,3,1
41,1180,5,2,1
53,1604,3,2,1
41,1646,3,1,1
58,1697,6,1,1
35,0,5,1,1
47,1865,4,1,1
21,1348,6,1,1
34,0,5,3,1
73,2080,6,1,1
47,2310,4,2,1
33,799,5,3,1
34,1236,3,4,1
48,1385,3,2,1
31,1175,4,3,1
45,869,6,3,1
37,2517,6,1,1
30,2169,6,1,1
44,0,6,3,1
57,2324,4,2,1
39,1889,3,3,1
44,695,3,1,0
34,0,3,3,1
59,2220,3,1,1
64,2381,5,1,1
64,0,3,2,1
33,2409,5,2,1
61,1521,5,2,1
38,1547,6,3,1
54,0,5,2,1
45,1999,3,1,1
51,1474,6,2,1
32,1400,3,1,1
64,1397,3,2,1
65,1658,5,2,1
34,1101,6,3,1
38,0,2,3,0
51,1357,3,2,1
42,1022,4,3,1
34,1435,3,1,1
34,1798,4,1,1
40,2517,3,3,1
60,2517,3,3,1
55,1018,4,3,1
58,2517,6,2,1
25,1815,5,2,1
36,1233,5,2,1
59,948,5,3,1
86,1800,4,2,1
29,0,2,3,0
44,1278,5,3,1
41,0,3,1,1
26,1597,4,3,1
46,1792,4,3,1
37,0,5,3,1
47,1589,5,3,1
38,2076,4,5,1
72,1540,3,1,1
33,2457,5,3,1
37,1173,4,3,1
48,2044,4,1,1
42,791,5,2,1
31,2281,5,1,1
44,0,5,2,1
45,798,4,2,1
33,856,4,2,1
71,1327,5,2,1
39,0,6,3,1
48,1195,6,3,1
51,636,3,2,1
63,1391,6,2,1
36,0,3,1,0
28,507,1,3,0
38,1536,3,3,1
69,789,5,1,1
41,0,5,3,1
39,2018,5,0,1
36,2415,4,3,1
70,787,6,3,1
55,0,3,3,1
56,1766,5,1,1
65,1568,3,2,1
27,1695,4,1,1
36,666,1,2,0
43,890,6,3,0
47,2013,5,5,1
51,1049,6,1,1
63,2057,4,2,1
41,2517,4,2,1
37,786,6,1,1
55,1491,6,2,1
52,1177,6,3,1
33,1146,5,3,1
52,1421,6,2,1
61,0,5,1,1
49,1784,5,2,1
37,0,6,1,1
51,2441,4,2,1
35,1267,4,1,1
58,2048,4,1,1
48,1356,3,2,1
41,1590,3,1,1
35,1864,4,1,1
64,1434,5,1,1
36,1580,5,1,1
43,1365,5,1,1
38,2029,4,2,1
37,985,3,2,1
34,1274,3,3,1
45,1876,4,2,1
41,0,6,3,1
37,1060,3,2,1
46,2517,6,3,1
42,1390,3,2,1
43,723,3,3,1
45,0,4,2,1
33,1702,3,1,1
35,0,3,1,1
62,0,6,1,1
41,829,3,2,1
29,2517,5,2,1
31,1789,4,2,1
41,1232,6,2,1
40,1553,6,3,1
37,1291,3,4,1
33,1851,4,1,1
58,606,5,3,1
42,1504,3,3,1
71,1452,5,2,1
56,0,6,3,1
38,1223,4,2,1
67,625,4,1,1
37,2016,4,2,1
33,1860,4,1,1
38,1144,4,1,1
28,2149,3,3,1
67,0,5,1,1
35,1826,6,2,1
32,1381,6,3,1
55,0,4,3,1
62,1431,4,2,1
58,2498,6,5,1
68,514,4,1,1
39,1272,4,2,1
32,1384,4,1,1
33,1917,6,3,1
60,1033,5,3,1
28,891,5,2,1
33,1880,4,2,1
30,1551,5,2,1
43,847,5,3,1
42,1929,5,2,1
27,2266,4,1,1
54,2396,6,2,1
37,1744,6,1,1
64,1063,3,1,1
25,2077,6,1,1
43,1956,2,1,1
79,1843,6,3,1
48,1217,4,2,1
34,957,6,2,1
45,1595,4,3,1
30,2435,4,1,1
35,1928,5,1,1
38,0,6,2,0
58,1898,5,3,1
71,1769,6,1,1
35,1867,6,1,1
50,1875,4,3,1
46,2076,5,2,1
53,1314,3,1,1
40,495,6,2,1
44,0,5,2,1
31,694,4,2,1
30,0,6,6,1
60,1655,5,6,1
35,1586,4,1,1
74,1278,4,3,1
38,564,4,1,1
24,2252,5,2,1
44,1812,6,3,1
47,1540,3,2,1
43,932,1,3,0
30,2517,6,2,1
68,0,6,2,1
30,1118,4,1,1
43,1530,3,4,1
61,792,5,1,1
27,1986,5,2,0
29,2151,5,1,1
58,688,5,3,1
42,1965,3,1,1
74,1397,3,2,1
35,1009,3,3,1
74,0,6,1,1
21,2517,3,1,0
24,1528,6,1,1
39,922,4,3,1
46,1240,4,1,1
60,0,6,3,1
38,1324,3,2,1
57,2018,3,2,1
58,1659,6,3,1
51,2504,5,1,1
71,892,6,1,1
62,2517,5,3,1
54,1955,5,3,1
49,1206,3,1,1
33,0,6,2,0
50,1201,5,2,1
39,1164,5,3,1
62,1083,6,3,1
44,1337,6,2,1
31,1710,4,2,1
37,2517,6,3,1
45,2517,4,3,1
59,2097,6,1,1
33,2517,6,1,1
28,2460,2,1,0
30,707,4,3,1
61,0,5,3,1
33,0,3,2,1
40,2083,3,2,1
68,1002,6,3,1
39,2032,3,1,1
46,821,4,2,1
44,1772,6,3,1
41,1603,4,3,1
63,1873,4,2,1
44,1421,4,2,1
40,1775,4,3,1
31,0,5,3,1
82,1562,4,1,1
61,1717,5,2,1
18,2517,3,2,0
34,1402,3,3,1
36,1726,6,1,1
37,2165,6,3,1
56,690,5,1,1
36,997,3,3,1
27,1616,2,2,0
44,763,6,3,1
48,1465,3,3,1
62,0,5,2,1
58,0,6,1,1
61,2317,5,2,1
36,1946,4,2,1
36,1999,3,1,1
35,0,5,3,1
80,0,5,3,1
54,1472,6,2,1
31,0,6,6,1
55,1628,6,5,1
45,816,3,1,1
41,2517,5,3,1
14,511,4,4,0
55,1632,6,2,1
50,2375,4,2,1
67,1817,3,3,1
58,1655,4,3,1
61,1351,5,2,1
22,0,3,1,0
58,1844,4,3,1
29,2053,4,3,1
25,2303,4,3,1
51,950,5,2,1
55,1608,4,3,1
41,1904,4,3,1
47,0,5,1,1
27,1819,4,3,1
69,0,4,3,1
18,0,2,2,0
33,1285,6,2,1
44,1252,3,3,1
35,943,4,1,1
68,795,4,4,1
38,1337,3,3,1
44,1444,5,1,1
70,0,4,2,1
46,1475,6,1,1
58,1267,4,2,1
36,1468,5,1,1
46,1003,6,3,1
48,2103,5,3,1
58,1530,3,3,1
48,1521,3,2,1
32,0,3,2,1
46,1752,4,1,1
27,0,6,2,1
33,1196,5,2,1
55,907,3,1,1
34,2357,3,3,1
44,915,3,3,1
34,1668,5,3,1
53,1669,3,2,1
49,977,4,3,1
78,637,4,2,1
53,1518,4,3,1
37,1671,5,2,1
15,926,3,4,0
49,1140,3,1,1
25,1671,3,1,1
38,1261,4,3,1
48,0,5,3,1
68,1015,6,1,1
47,2517,6,6,1
73,1568,5,2,1
39,1884,5,3,1
71,844,5,1,1
36,1582,4,3,1
41,0,6,3,1
35,2360,6,2,1
54,0,4,1,1
26,0,1,3,0
35,902,3,1,1
34,1723,5,3,1
50,1170,6,3,1
43,1305,4,1,1
46,1640,6,1,1
31,1623,5,4,1
76,1053,4,3,1
43,2375,3,2,1
50,2289,5,3,1
32,1874,4,2,1
55,674,6,2,1
51,2517,4,2,1
85,0,4,4,1
26,2517,3,0,0
35,2159,4,3,1
35,2379,4,6,1
43,1904,4,3,1
35,2154,3,2,1
51,661,5,3,1
48,883,6,3,1
44,1829,6,3,1
48,1346,6,2,1
60,1813,5,3,1
31,1430,3,3,1
43,2033,5,3,1
47,2162,5,3,1
68,610,4,2,1
57,0,3,4,1
35,1246,4,2,1
38,1529,6,3,1
61,0,6,3,1
26,618,4,3,1
26,659,3,2,1
50,1986,6,2,1
35,0,1,3,0
54,0,5,2,1
81,0,5,2,1
62,0,6,3,1
39,0,4,3,1
87,1191,4,2,1
35,917,5,2,1
53,1699,5,3,1
49,2517,6,1,1
47,989,6,2,1
20,0,3,2,0
56,1639,6,3,1
78,0,3,1,1
39,0,5,1,1
51,925,5,3,1
36,1351,3,1,1
64,0,5,1,1
28,1028,5,3,1
41,1262,6,3,1
40,0,4,2,1
24,2219,6,3,1
44,1599,4,3,1
41,0,6,3,1
85,1396,5,2,1
29,1932,4,1,1
44,1596,3,3,1
39,786,5,3,1
48,909,3,2,1
65,1153,4,2,1
54,1442,6,3,1
32,1698,4,3,1
34,0,6,1,1
72,873,4,3,1
61,0,6,3,1
49,643,3,2,1
65,2147,6,2,1
27,0,3,3,1
61,1695,5,3,1
49,827,5,1,1
74,0,5,4,1
25,691,3,2,1
35,2517,3,2,1
70,1965,6,2,1
43,1579,3,3,1
45,0,3,2,1
47,1961,4,3,1
30,1646,3,3,1
50,1864,6,1,1
51,1553,4,1,1
46,2517,4,3,1
25,1885,6,3,1
53,1702,3,1,1
23,812,1,5,0
67,1364,5,3,1
38,0,6,1,1
56,2517,4,1,1
25,1466,5,1,1
48,1405,6,1,1
43,1699,3,2,1
56,877,4,1,1
33,0,4,1,1
52,1130,5,3,1
33,1180,5,2,1
45,1560,3,2,1
38,1409,6,2,1
72,0,6,3,1
62,1815,6,2,1
31,0,5,1,1
44,1425,4,2,1
54,0,4,3,1
74,0,5,3,1
49,2167,4,3,1
57,2360,4,1,1
48,0,4,1,1
59,1226,3,1,1
51,1623,3,3,1
25,0,5,1,0
33,986,5,1,1
32,1407,3,6,1
57,1414,6,2,1
35,1680,3,1,1
66,1177,6,2,1
50,1982,5,2,1
59,0,3,3,1
40,0,3,2,1
26,2089,1,4,0
37,1942,6,2,1
34,1544,6,3,1
27,0,3,6,0
40,1190,6,3,1
74,0,6,3,1
45,1394,4,2,1
39,1642,4,2,1
38,2390,4,1,1
28,0,4,3,1
64,0,4,1,1
36,1412,4,3,1
52,896,6,1,1
55,0,3,4,0
55,0,4,1,1
55,1308,4,3,1
25,1507,3,2,1
31,560,3,3,1
39,2517,5,3,1
72,0,5,1,1
80,1023,6,1,1
76,0,5,3,1
23,1609,6,2,1
32,601,5,2,1
55,1347,3,1,1
36,451,4,4,1
64,1782,3,3,1
37,2086,4,3,1
58,1407,6,1,1
76,1897,6,3,1
30,1004,3,1,1
34,1909,5,2,1
39,2379,3,3,1
38,0,1,3,0
29,1628,4,2,1
48,1466,4,3,1
47,2077,3,3,1
35,858,3,4,0
32,1901,5,1,1
34,1082,6,3,1
10,0,3,3,0
70,1798,6,3,1
56,2517,6,1,1
47,812,3,3,1
42,1698,4,1,1
27,2189,5,1,1
39,2308,5,2,1
28,1704,4,2,1
44,898,6,2,1
43,0,4,3,1
55,1679,5,2,1
27,0,3,4,0
50,1877,4,2,1
34,0,2,4,0
39,0,6,2,1
45,939,3,2,1
37,1991,5,3,1
37,2150,3,3,1
83,1664,5,2,1
38,1375,5,3,1
48,0,4,6,1
61,836,3,4,1
63,0,6,3,1
75,0,3,3,1
22,1880,5,3,1
39,737,5,2,1
34,1422,6,2,1
32,933,6,2,1
30,1570,4,3,1
66,2098,3,2,1
37,2517,6,3,1
28,1859,3,3,1
69,928,6,1,1
61,1410,6,3,1
42,2073,5,3,1
35,1199,4,1,1
69,1822,5,3,1
41,1657,6,1,1
22,0,2,4,0
38,1460,4,3,1
36,659,5,3,1
43,1162,6,1,1
26,1054,6,2,1
27,1773,3,1,1
30,1332,5,2,1
31,1207,5,2,1
51,1640,5,2,1
63,0,3,2,1
27,1173,3,3,1
41,0,3,3,1
13,2389,3,3,0
32,1540,3,2,1
46,1335,4,3,1
37,0,6,3,1
52,852,5,3,1
41,0,6,3,1
29,2307,5,3,1
78,1640,5,2,1
91,0,5,1,1
59,2129,6,3,1
61,1825,5,2,1
31,668,5,3,1
35,1632,5,2,1
45,0,5,2,1
45,1489,3,4,1
33,1853,4,3,1
56,1278,5,2,1
48,2198,3,3,1
47,0,5,4,1
36,2517,5,2,1
69,1678,3,1,1
79,1201,6,3,1
84,0,5,3,1
61,1547,4,2,1
63,1198,3,2,1
26,1845,4,2,1
24,827,3,3,1
54,672,6,2,1
64,1404,5,2,1
36,1470,5,3,1
80,1051,4,3,1
62,2152,3,1,1
63,0,3,2,1
24,0,6,2,0
89,0,3,3,1
62,1220,5,4,1
13,0,5,3,0
54,2517,5,4,1
63,1384,6,3,1
31,1380,5,1,1
32,1520,5,3,1
56,1427,6,2,1
39,1625,3,2,1
37,1647,3,3,1
70,0,4,3,1
43,2126,5,2,1
50,1932,6,3,1
53,2490,6,4,1
57,2192,3,2,1
57,2021,4,1,1
52,0,3,4,1
45,0,2,2,0
32,1289,3,3,1
35,2175,4,2,1
87,831,3,3,1
22,0,3,2,0
38,715,3,3,1
58,1566,3,4,1
46,0,6,3,1
51,1932,6,3,1
55,1471,4,3,1
63,2517,5,1,1
41,1665,4,2,1
61,1517,3,3,1
44,828,6,2,1
33,1622,5,4,1
47,1188,6,2,1
49,1205,5,3,1
68,0,6,3,1
65,1194,6,3,1
71,0,6,3,1
35,2517,3,3,1
67,0,5,1,1
56,633,3,2,1
35,817,5,2,1
53,0,5,3,1
49,1920,6,2,1
22,2517,4,2,1
30,1339,5,2,1
34,1665,3,3,1
36,1627,6,4,1
86,1812,6,3,1
26,1428,3,2,0
43,0,4,2,1
72,0,4,2,1
80,1245,4,3,1
33,2229,3,4,1
45,2129,3,3,1
15,0,2,3,0
34,1815,5,3,1
37,1311,4,4,1
63,925,6,1,1
36,2517,5,4,1
36,2517,3,3,1
56,648,4,4,1
47,0,6,2,1
50,1463,4,4,1
58,2185,3,3,1
50,2491,4,3,1
57,1169,3,2,1
74,1605,3,2,1
41,1106,4,2,1
12,2517,2,3,0
57,681,4,2,1
44,1476,4,2,1
43,876,5,3,1
36,0,3,3,1
60,1253,6,4,1
31,1077,3,4,1
30,1629,6,4,1
55,1256,4,3,1
63,2253,5,4,1
37,1251,5,2,1
49,683,6,4,1
47,1010,3,3,1
18,0,6,3,0
43,963,5,3,1
58,0,6,2,1
52,1259,6,2,1
51,1281,6,3,1
63,1390,3,3,1
63,1085,3,2,1
36,1580,6,3,1
37,1720,4,4,1
70,1968,6,4,1
49,1516,4,4,1
18,0,3,3,0
49,0,5,2,1
45,0,3,3,1
49,1220,6,2,1
45,1980,3,3,1
41,1158,5,4,1
38,1910,3,3,1
46,1988,6,1,1
57,1075,3,3,1
74,1539,3,3,1
34,1061,6,3,1
47,1411,4,4,1
39,1251,6,2,1
56,1378,4,3,1
46,0,4,1,1
35,2517,6,3,1
32,2517,4,3,1
40,1046,6,6,1
70,1577,6,1,1
87,584,5,1,1
47,1931,6,2,1
36,2047,4,2,1
21,773,5,1,1
65,504,6,1,1
37,1599,6,2,1
31,2411,4,2,1
58,1266,4,1,1
41,0,6,2,1
29,1373,5,3,1
26,2014,3,3,1
40,1564,5,2,1
57,1748,4,1,1
33,2312,6,2,1
29,1970,4,3,1
48,0,2,3,0
30,1126,6,1,1
38,1607,4,1,1
80,1091,5,2,1
38,1157,3,5,1
26,1274,6,1,1
75,2517,6,4,1
41,0,5,1,1
49,2065,3,1,1
61,1402,6,2,1
61,1665,4,2,1
35,0,4,3,1
70,1543,6,2,1
33,0,5,3,1
44,1974,3,2,1
34,962,5,3,1
48,1142,5,2,1
70,2517,3,3,1
55,1687,4,2,1
60,1843,3,1,1
60,1665,5,1,1
22,0,3,4,0
49,1660,5,2,1
70,0,4,2,1
33,1830,5,2,1
37,1244,4,2,1
36,916,6,3,1
71,0,3,6,1
66,0,5,1,1
46,2056,6,3,1
32,1541,6,3,1
26,1520,6,2,1
31,0,3,3,0
28,1616,5,2,1
71,0,6,6,1
30,2517,3,2,1
61,1149,6,1,1
43,2000,3,1,1
56,0,5,3,1
39,1351,4,1,1
40,2008,4,2,1
52,1550,4,3,1
49,2517,4,3,1
73,2008,3,2,1
45,1656,4,1,1
35,0,3,4,0
25,2517,4,2,1
63,978,5,5,1
62,1328,5,3,1
25,1962,1,0,0
68,0,4,2,1
64,1118,4,2,1
27,2517,3,2,1
36,1572,6,3,1
32,1387,6,2,1
43,996,3,3,1
36,1695,6,2,1
65,0,3,1,1
73,1533,3,5,1
46,0,3,4,1
28,2022,4,1,1
58,1348,6,3,1
57,1496,5,2,1
51,1155,4,2,1
54,670,3,3,1
52,934,4,4,1
44,1542,5,4,1
30,2118,4,2,1
29,998,5,3,1
48,1899,4,1,1
54,773,4,1,1
55,1518,4,3,1
32,1306,5,1,1
33,1227,5,1,1
34,2002,5,2,1
71,2300,4,2,1
69,2092,6,2,1
29,1256,3,4,1
37,629,4,1,1
27,1284,6,1,1
71,0,4,3,1
27,1731,5,1,1
24,0,4,2,1
62,0,4,3,1
36,1647,6,2,1
29,0,3,3,0
73,2517,5,2,1
54,770,3,2,1
34,1640,5,1,1
34,1392,3,1,1
59,1188,5,6,1
33,1424,5,1,1
88,1453,6,1,1
29,1736,3,3,1
44,1427,4,1,1
38,1271,4,2,1
32,2351,6,3,1
17,0,3,3,0
42,1145,4,4,1
61,902,5,2,1
37,1794,5,3,1
36,2156,6,1,1
44,2130,3,3,1
49,0,5,0,1
53,1018,4,2,1
59,0,4,3,1
79,629,4,1,1
51,2517,4,2,1
21,0,3,3,0
30,0,4,3,0
49,2378,6,1,1
51,1670,5,1,1
58,676,6,2,1
41,1322,5,3,1
48,1359,4,3,1
79,0,4,2,1
74,862,3,2,1
55,2120,4,3,1
55,1624,3,3,1
36,0,5,1,1
56,0,6,1,1
60,1554,4,1,1
48,2399,3,3,1
43,1168,5,3,1
40,0,2,3,0
52,1025,3,2,1
68,979,5,3,1
69,1389,5,1,1
38,1276,6,2,1
49,1848,4,3,1
57,2517,4,3,1
42,888,5,2,1
70,0,3,2,1
62,0,4,3,1
52,1775,4,3,1
56,2517,6,1,1
42,758,4,2,1
27,1786,4,2,1
61,979,6,3,1
83,0,5,1,1
41,1732,4,3,1
49,2149,3,1,1
39,1092,3,3,1
38,2442,6,2,1
25,0,3,3,0
49,2096,6,3,1
33,978,2,2,0
49,1694,5,1,1
40,0,4,2,1
37,2517,6,2,1
79,2489,6,1,1
27,906,2,3,0
55,1338,6,3,1
49,2055,3,2,1
44,1580,4,1,1
34,2517,5,1,1
72,1987,4,1,1
71,0,4,3,1
56,1542,3,3,1
51,1726,4,2,1
34,2517,3,2,1
28,1209,3,3,1
79,1884,4,3,1
55,1856,5,1,1
80,0,6,1,1
71,1720,6,3,1
32,0,6,1,1
41,1115,4,3,1
62,0,4,2,1
74,1229,5,3,1
33,2036,4,3,1
47,2007,4,1,1
65,0,3,3,1
86,1657,6,3,1
64,0,3,2,1
32,1326,6,2,1
77,0,6,3,1
31,1118,4,1,1
68,1810,3,5,1
57,2069,4,3,1
43,2092,4,1,1
60,0,3,2,1
62,2276,4,1,1
27,648,5,2,1
57,1928,3,1,1
67,2517,3,3,1
41,2290,3,1,1
33,1207,6,3,1
20,2410,5,2,0
68,1712,5,2,1
55,2517,5,1,1
57,1459,6,2,1
65,1300,6,2,1
66,1673,6,2,1
46,417,3,3,0
73,905,5,3,1
34,2517,5,3,1
28,1041,4,2,1
40,2312,5,3,1
81,1578,6,2,1
49,1814,4,3,1
31,1437,4,2,1
77,1028,5,1,1
35,1535,6,1,1
64,994,6,1,1
30,2491,5,3,1
44,2069,6,3,1
23,0,1,2,0
51,1740,3,1,1
57,0,6,2,1
74,1181,6,3,1
46,1285,6,1,1
38,1363,3,3,1
36,1591,3,3,1
35,2308,5,2,1
20,1696,1,3,0
33,2202,4,2,1
27,1737,5,4,1
57,1990,4,3,1
34,0,5,3,0
45,1173,3,1,1
54,1700,6,1,1
56,901,5,1,1
36,1900,5,3,1
36,802,5,2,1
62,955,4,3,1
58,947,4,2,1
74,1319,4,2,1
48,1578,5,2,1
64,2098,3,1,1
35,2517,5,3,1
59,2001,6,3,1
42,2027,6,1,1
40,1119,4,3,1
78,1490,5,2,1
48,1885,4,3,1
54,1683,3,3,1
35,984,6,3,1
65,1551,5,2,1
56,0,3,3,1
64,0,4,3,1
74,0,4,3,1
78,542,3,3,1
33,1945,5,2,1
46,2517,4,1,1
30,1430,6,2,1
44,0,3,3,1
54,1389,4,3,1
31,0,6,3,1
38,1517,5,2,1
71,865,5,2,1
23,0,2,3,0
57,2517,4,2,1
67,1541,5,2,1
73,663,3,3,1
38,1960,1,4,0
77,1608,3,2,1
80,2371,3,2,1
87,966,3,3,1
35,1819,3,1,1
36,2517,6,2,1
33,1661,4,2,1
38,1573,3,1,1
36,0,6,1,1
56,0,6,1,1
52,1176,6,3,1
35,2401,6,1,1
35,1366,6,4,1
61,0,4,3,1
71,1559,3,3,1
43,1967,6,2,1
24,1295,3,3,1
60,1969,4,3,1
47,620,6,3,1
34,1300,3,1,1
33,1630,4,1,1
69,1180,6,3,1
56,2095,5,3,1
38,2053,5,2,1
48,614,3,2,1
37,0,6,3,1
49,1209,5,3,1
31,2517,5,1,1
54,1865,3,3,1
63,1491,3,3,1
69,0,6,2,1
71,1461,6,2,1
64,1190,3,3,1
75,1218,5,3,1
42,1796,5,1,1
40,1685,6,1,1
41,770,6,2,1
19,1880,6,1,1
28,1275,4,2,1
67,1505,4,3,1
60,1250,4,2,1
74,797,6,3,1
67,0,5,3,1
53,1470,6,1,1
57,2349,4,1,1
49,2355,5,3,1
67,1685,3,3,1
61,0,3,1,1
58,1841,4,3,1
65,938,3,3,1
53,1674,4,1,1
57,2286,3,3,1
40,2163,3,1,1
69,1236,4,1,1
29,2517,6,2,1
47,1874,3,4,1
48,1873,5,1,1
40,772,4,3,1
52,1738,3,2,1
70,985,5,2,1
38,1480,3,2,1
64,1469,4,3,1
30,2260,6,2,1
60,666,4,1,1
65,946,3,2,1
55,526,3,3,1
46,2315,6,3,1
33,2301,6,3,1
34,1501,3,1,1
27,1347,4,1,1
72,1305,5,1,1
27,243,1,4,0
72,1799,3,2,1
26,2517,4,1,1
62,1619,6,2,1
52,1909,5,2,1
39,1298,4,1,1
41,1611,5,2,1
34,1327,4,2,1
32,787,5,2,0
40,835,6,2,1
64,1773,6,2,1
18,0,6,3,0
44,948,3,3,1
40,2408,1,3,0
62,0,4,3,1
71,1543,3,3,1
33,1135,3,2,1
49,1562,3,2,1
50,1433,6,1,1
33,744,6,3,1
72,1504,3,1,1
82,1551,6,3,1
86,1580,6,1,1
47,1393,6,1,1
36,1470,4,1,1
41,2517,5,3,1
30,2215,6,2,1
58,1338,6,3,1
37,1084,6,3,1
44,321,4,2,0
61,2227,3,1,1
36,2180,3,3,1
83,1499,3,2,1
29,2508,3,2,1
63,704,3,6,1
53,976,5,1,1
41,1978,5,1,1
48,1699,3,1,1
42,1495,4,3,1
78,1806,4,3,1
41,0,5,1,1
63,1131,4,2,1
67,1185,3,3,1
30,864,3,1,1
57,2200,6,2,1
73,1583,4,3,1
32,2517,3,3,1
58,2078,6,1,1
49,2264,6,1,1
73,1398,4,3,1
63,2379,3,2,1
54,2517,3,3,1
66,906,4,6,1
44,2155,3,3,1
63,2101,5,1,1
61,2497,3,3,1
33,1915,3,2,1
69,979,3,2,1
61,1713,6,2,1
47,2517,4,3,1
50,1854,5,2,1
30,753,5,1,1
55,1463,4,2,1
56,0,5,1,1
36,1834,6,2,1
31,2260,3,2,1
70,829,6,3,1
71,1344,6,3,1
30,588,3,2,1
66,0,3,3,1
69,1263,6,2,1
35,845,3,1,1
72,0,6,3,1
34,2158,4,3,1
30,1995,3,3,1
67,1741,5,2,1
61,1209,3,2,1
74,2282,3,2,1
56,2160,3,3,1
77,1440,3,2,1
69,1977,5,3,1
39,1528,5,3,1
30,1354,6,1,1
65,1494,5,3,1
65,1513,6,3,1
65,607,3,1,1
51,1287,5,3,1
26,1970,4,4,1
65,726,5,4,1
59,0,3,3,1
38,1451,5,3,1
24,741,6,2,1
103,0,6,2,1
58,1226,3,1,1
72,0,3,2,1
47,0,4,2,1
53,2152,4,2,1
15,592,3,2,0
29,1207,5,3,1
49,1802,6,3,1
43,1446,3,2,1
31,1240,3,2,1
44,2403,4,3,1
73,2380,4,3,1
54,1427,6,3,1
51,1953,6,4,1
30,1021,3,3,1
14,0,2,1,0
26,312,2,3,0
69,0,5,2,1
30,794,5,3,1
88,1890,3,3,1
45,1701,5,1,1
63,1731,3,3,1
34,1361,4,3,1
20,0,3,1,1
56,1365,6,2,1
63,654,5,2,1
26,1527,5,2,1
59,1048,6,2,1
38,1935,6,1,1
58,1823,6,1,1
59,1645,6,2,1
64,726,5,2,1
67,2259,6,1,1
68,680,5,2,1
58,1933,5,3,1
48,0,4,3,1
27,1965,6,2,1
63,1802,6,1,1
77,2115,5,2,1
36,1806,6,1,1
41,1476,5,2,1
67,0,6,3,1
31,2517,6,1,1
31,1664,5,2,1
78,1745,4,2,1
39,2517,5,6,1
57,2429,5,1,1
67,1266,4,1,1
35,2517,4,4,0
67,499,6,2,1
26,2489,3,2,1
56,1480,6,3,1
71,1024,5,2,1
77,1535,3,3,1
65,1808,3,2,1
77,2517,6,3,1
27,0,4,2,1
58,1677,3,3,1
26,0,6,2,1
10,168,1,3,0
68,0,4,1,1
33,2517,6,4,0
41,1248,4,2,1
72,2184,3,2,1
51,2286,3,2,1
62,0,6,2,1
54,1713,6,3,1
58,1243,6,1,1
56,888,4,1,1
46,1188,6,3,1
45,2231,3,3,1
77,633,5,2,1
83,0,4,3,1
50,956,6,2,1
23,1602,4,2,1
76,1942,6,2,1
75,2214,3,6,1
38,2193,6,1,1
29,1509,3,3,1
69,2326,3,1,1
27,802,3,2,1
49,1535,4,3,1
31,1919,5,3,1
73,1251,3,2,1
65,1847,6,1,1
64,1363,4,1,1
63,1655,3,2,1
22,2517,5,1,1
68,0,6,3,1
24,1753,6,3,1
58,1236,5,2,1
40,1691,4,2,1
45,0,6,2,1
61,2130,4,3,1
29,2350,6,2,1
34,1558,5,1,1
35,2101,5,2,1
66,0,6,2,1
32,1965,4,1,1
74,0,6,1,1
83,927,3,1,1
40,1506,5,3,1
54,1750,3,2,1
49,1463,5,2,1
67,1338,5,3,1
57,0,5,1,1
49,2130,4,1,1
81,2183,3,2,1
